;Unnamed: 0_cam;ordernumber_cam;series_name;model_name_cam;product_line;shutter;monocolor;sensor_optical_size;resolution_horizontal;resolution_vertical;pixel_size_horizontal;pixel_size_vertical;sensor_name;housing_name;interface;sensor_framerate_min;sensor_framerate_max;mount_cam;price_cam;Unnamed: 0_lens;ordernumber_lens;model_name_lens;focal_length;mount_lens;sensor_format;min_object_distance;price_lens;total_price;max_fov_h;max_fov_v;resolution_mm;fps_score;d_score;res_score;price_score;best_d;best_res;best_fps;score
7004;45;109475;Basler ace 2;a2A2048-114ucBAS​;ace 2 R Basic;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;369;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;422,0;2304,0;1728,0;1,125;1,0;2,0;4,0;1,0;950,0;0,7125;140,2;26,0
2849;18;107652;Basler ace;acA1440-220um;ace U;Global;Mono;"1/2.9""";1440;1080;3,45;3,45;IMX273;Box;USB 3.0;227;227;C-Mount;399;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;431,0;1863,0;1397,25;1,2938;4,0;1,0;4,0;1,0;1040,0;0,897;262,3842;26,0
2850;18;107652;Basler ace;acA1440-220um;ace U;Global;Mono;"1/2.9""";1440;1080;3,45;3,45;IMX273;Box;USB 3.0;227;227;C-Mount;399;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;432,0;1863,0;1397,25;1,2938;4,0;1,0;4,0;1,0;1040,0;0,897;262,3842;26,0
2851;18;107652;Basler ace;acA1440-220um;ace U;Global;Mono;"1/2.9""";1440;1080;3,45;3,45;IMX273;Box;USB 3.0;227;227;C-Mount;399;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;432,0;1863,0;1397,25;1,2938;4,0;1,0;4,0;1,0;1040,0;0,897;262,3842;26,0
2852;18;107652;Basler ace;acA1440-220um;ace U;Global;Mono;"1/2.9""";1440;1080;3,45;3,45;IMX273;Box;USB 3.0;227;227;C-Mount;399;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;432,0;1863,0;1397,25;1,2938;4,0;1,0;4,0;1,0;1040,0;0,897;262,3842;26,0
3003;19;107653;Basler ace;acA1440-220uc;ace U;Global;Color;"1/2.9""";1440;1080;3,45;3,45;IMX273;Box;USB 3.0;227;227;C-Mount;419;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;451,0;1863,0;1397,25;1,2938;4,0;1,0;4,0;1,0;1040,0;0,897;262,3842;26,0
3004;19;107653;Basler ace;acA1440-220uc;ace U;Global;Color;"1/2.9""";1440;1080;3,45;3,45;IMX273;Box;USB 3.0;227;227;C-Mount;419;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;452,0;1863,0;1397,25;1,2938;4,0;1,0;4,0;1,0;1040,0;0,897;262,3842;26,0
3005;19;107653;Basler ace;acA1440-220uc;ace U;Global;Color;"1/2.9""";1440;1080;3,45;3,45;IMX273;Box;USB 3.0;227;227;C-Mount;419;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;452,0;1863,0;1397,25;1,2938;4,0;1,0;4,0;1,0;1040,0;0,897;262,3842;26,0
3006;19;107653;Basler ace;acA1440-220uc;ace U;Global;Color;"1/2.9""";1440;1080;3,45;3,45;IMX273;Box;USB 3.0;227;227;C-Mount;419;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;452,0;1863,0;1397,25;1,2938;4,0;1,0;4,0;1,0;1040,0;0,897;262,3842;26,0
1453;9;106748;Basler ace;acA640-750um;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;409;68;2000036060,0;"Evetar Lens M13B02118IR F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;27,0;436,0;2194,2857;1645,7143;3,4286;4,0;2,0;3,0;1,0;880,0;2,0114;866,4236;25,0
4995;32;106750;Basler ace;acA640-300gm;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;409;68;2000036060,0;"Evetar Lens M13B02118IR F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;27,0;436,0;2194,2857;1645,7143;3,4286;4,0;2,0;3,0;1,0;880,0;2,0114;433,7886;25,0
1454;9;106748;Basler ace;acA640-750um;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;409;69;2000036061,0;"Evetar Lens M13B02118W F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;28,0;437,0;2194,2857;1645,7143;3,4286;4,0;2,0;3,0;1,0;880,0;2,0114;866,4236;25,0
4996;32;106750;Basler ace;acA640-300gm;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;409;69;2000036061,0;"Evetar Lens M13B02118W F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;28,0;437,0;2194,2857;1645,7143;3,4286;4,0;2,0;3,0;1,0;880,0;2,0114;433,7886;25,0
1607;10;106749;Basler ace;acA640-750uc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;439;68;2000036060,0;"Evetar Lens M13B02118IR F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;27,0;466,0;2194,2857;1645,7143;3,4286;4,0;2,0;3,0;1,0;880,0;2,0114;866,4236;25,0
5149;33;106751;Basler ace;acA640-300gc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;439;68;2000036060,0;"Evetar Lens M13B02118IR F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;27,0;466,0;2194,2857;1645,7143;3,4286;4,0;2,0;3,0;1,0;880,0;2,0114;433,7886;25,0
1608;10;106749;Basler ace;acA640-750uc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;439;69;2000036061,0;"Evetar Lens M13B02118W F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;28,0;467,0;2194,2857;1645,7143;3,4286;4,0;2,0;3,0;1,0;880,0;2,0114;866,4236;25,0
5150;33;106751;Basler ace;acA640-300gc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;439;69;2000036061,0;"Evetar Lens M13B02118W F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;28,0;467,0;2194,2857;1645,7143;3,4286;4,0;2,0;3,0;1,0;880,0;2,0114;433,7886;25,0
4073;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;462,0;2304,0;1728,0;2,88;4,0;2,0;3,0;1,0;840,0;1,6128;277,2381;25,0
4074;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;462,0;2304,0;1728,0;2,88;4,0;2,0;3,0;1,0;840,0;1,6128;277,2381;25,0
5305;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;462,0;2304,0;1728,0;2,88;4,0;2,0;3,0;1,0;840,0;1,6128;590,2861;25,0
5306;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;462,0;2304,0;1728,0;2,88;4,0;2,0;3,0;1,0;840,0;1,6128;590,2861;25,0
69;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;482,0;2304,0;1728,0;2,88;4,0;2,0;3,0;1,0;840,0;1,6128;590,2861;25,0
70;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;482,0;2304,0;1728,0;2,88;4,0;2,0;3,0;1,0;840,0;1,6128;590,2861;25,0
4227;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;482,0;2304,0;1728,0;2,88;4,0;2,0;3,0;1,0;840,0;1,6128;277,2381;25,0
4228;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;482,0;2304,0;1728,0;2,88;4,0;2,0;3,0;1,0;840,0;1,6128;277,2381;25,0
4075;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;72;2000035611,0;"Evetar Lens M13B02820IR F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;15,0;444,0;2057,1429;1542,8571;2,5714;4,0;2,0;3,0;1,0;940,0;1,6114;277,1064;25,0
5307;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;72;2000035611,0;"Evetar Lens M13B02820IR F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;15,0;444,0;2057,1429;1542,8571;2,5714;4,0;2,0;3,0;1,0;940,0;1,6114;590,0056;25,0
4076;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;73;2000035612,0;"Evetar Lens M13B02820W F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;16,0;445,0;2057,1429;1542,8571;2,5714;4,0;2,0;3,0;1,0;940,0;1,6114;277,1064;25,0
5308;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;73;2000035612,0;"Evetar Lens M13B02820W F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;16,0;445,0;2057,1429;1542,8571;2,5714;4,0;2,0;3,0;1,0;940,0;1,6114;590,0056;25,0
71;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;72;2000035611,0;"Evetar Lens M13B02820IR F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;15,0;464,0;2057,1429;1542,8571;2,5714;4,0;2,0;3,0;1,0;940,0;1,6114;590,0056;25,0
4229;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;72;2000035611,0;"Evetar Lens M13B02820IR F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;15,0;464,0;2057,1429;1542,8571;2,5714;4,0;2,0;3,0;1,0;940,0;1,6114;277,1064;25,0
72;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;73;2000035612,0;"Evetar Lens M13B02820W F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;16,0;465,0;2057,1429;1542,8571;2,5714;4,0;2,0;3,0;1,0;940,0;1,6114;590,0056;25,0
4230;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;73;2000035612,0;"Evetar Lens M13B02820W F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;16,0;465,0;2057,1429;1542,8571;2,5714;4,0;2,0;3,0;1,0;940,0;1,6114;277,1064;25,0
7463;48;109478;Basler ace 2;a2A2048-114g5mBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;5GigE;114;114;C-Mount;579;72;2000035611,0;"Evetar Lens M13B02820IR F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;15,0;594,0;2468,5714;1851,4286;1,2054;0,0;3,0;4,0;0,0;780,0;0,6268;131,3111;25,0
7464;48;109478;Basler ace 2;a2A2048-114g5mBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;5GigE;114;114;C-Mount;579;73;2000035612,0;"Evetar Lens M13B02820W F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;16,0;595,0;2468,5714;1851,4286;1,2054;0,0;3,0;4,0;0,0;780,0;0,6268;131,3111;25,0
6851;44;109474;Basler ace 2;a2A2048-114umBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;349;76;2000035614,0;"Evetar Lens M13B03618IR F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;9,6;358,6;1920,0;1440,0;0,9375;0,0;1,0;4,0;2,0;1000,0;0,625;131,1;25,0
6852;44;109474;Basler ace 2;a2A2048-114umBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;349;77;2000035615,0;"Evetar Lens M13B03618W F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;10,6;359,6;1920,0;1440,0;0,9375;0,0;1,0;4,0;2,0;1000,0;0,625;131,1;25,0
7005;45;109475;Basler ace 2;a2A2048-114ucBAS​;ace 2 R Basic;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;369;76;2000035614,0;"Evetar Lens M13B03618IR F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;9,6;378,6;1920,0;1440,0;0,9375;0,0;1,0;4,0;2,0;1000,0;0,625;131,1;25,0
7006;45;109475;Basler ace 2;a2A2048-114ucBAS​;ace 2 R Basic;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;369;77;2000035615,0;"Evetar Lens M13B03618W F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;10,6;379,6;1920,0;1440,0;0,9375;0,0;1,0;4,0;2,0;1000,0;0,625;131,1;25,0
466;3;108724;Basler dart;daA720-520um (CS-Mount);;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;CS-Mount;209;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;348,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;2,0;1040,0;1,794;604,524;25,0
928;6;108727;Basler dart;daA720-520uc (CS-Mount);;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;CS-Mount;209;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;348,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;2,0;1040,0;1,794;604,524;25,0
6853;44;109474;Basler ace 2;a2A2048-114umBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;349;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;381,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;2,0;1120,0;0,63;131,6881;25,0
6854;44;109474;Basler ace 2;a2A2048-114umBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;349;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;382,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;2,0;1120,0;0,63;131,6881;25,0
6855;44;109474;Basler ace 2;a2A2048-114umBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;349;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;382,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;2,0;1120,0;0,63;131,6881;25,0
6856;44;109474;Basler ace 2;a2A2048-114umBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;349;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;382,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;2,0;1120,0;0,63;131,6881;25,0
1155;7;107654;Basler ace;acA720-520um;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;369;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;401,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;2,0;1040,0;1,794;606,8358;25,0
4697;30;107650;Basler ace;acA720-290gm;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;369;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;401,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;2,0;1040,0;1,794;336,3604;25,0
7007;45;109475;Basler ace 2;a2A2048-114ucBAS​;ace 2 R Basic;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;369;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;401,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;2,0;1120,0;0,63;131,6881;25,0
1156;7;107654;Basler ace;acA720-520um;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;369;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;402,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;2,0;1040,0;1,794;606,8358;25,0
1157;7;107654;Basler ace;acA720-520um;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;369;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;402,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;2,0;1040,0;1,794;606,8358;25,0
1158;7;107654;Basler ace;acA720-520um;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;369;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;402,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;2,0;1040,0;1,794;606,8358;25,0
4698;30;107650;Basler ace;acA720-290gm;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;369;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;402,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;2,0;1040,0;1,794;336,3604;25,0
4699;30;107650;Basler ace;acA720-290gm;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;369;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;402,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;2,0;1040,0;1,794;336,3604;25,0
4700;30;107650;Basler ace;acA720-290gm;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;369;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;402,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;2,0;1040,0;1,794;336,3604;25,0
7008;45;109475;Basler ace 2;a2A2048-114ucBAS​;ace 2 R Basic;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;369;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;402,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;2,0;1120,0;0,63;131,6881;25,0
7009;45;109475;Basler ace 2;a2A2048-114ucBAS​;ace 2 R Basic;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;369;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;402,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;2,0;1120,0;0,63;131,6881;25,0
7010;45;109475;Basler ace 2;a2A2048-114ucBAS​;ace 2 R Basic;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;369;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;402,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;2,0;1120,0;0,63;131,6881;25,0
2541;16;106752;Basler ace;acA1300-200um;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;449;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;481,0;2304,0;1843,2;1,8;4,0;2,0;3,0;1,0;840,0;1,008;242,6786;25,0
2542;16;106752;Basler ace;acA1300-200um;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;449;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;482,0;2304,0;1843,2;1,8;4,0;2,0;3,0;1,0;840,0;1,008;242,6786;25,0
2543;16;106752;Basler ace;acA1300-200um;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;449;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;482,0;2304,0;1843,2;1,8;4,0;2,0;3,0;1,0;840,0;1,008;242,6786;25,0
2544;16;106752;Basler ace;acA1300-200um;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;449;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;482,0;2304,0;1843,2;1,8;4,0;2,0;3,0;1,0;840,0;1,008;242,6786;25,0
6691;43;106757;Basler ace;acA1300-75gc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;479;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;512,0;3686,4;2949,12;2,88;0,0;4,0;3,0;0,0;600,0;1,152;111,8505;24,0
6692;43;106757;Basler ace;acA1300-75gc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;479;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;512,0;3686,4;2949,12;2,88;0,0;4,0;3,0;0,0;600,0;1,152;111,8505;24,0
6695;43;106757;Basler ace;acA1300-75gc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;479;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;530,0;3072,0;2457,6;2,4;0,0;4,0;3,0;0,0;630,0;1,008;105,2006;24,0
6696;43;106757;Basler ace;acA1300-75gc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;479;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;532,0;3072,0;2457,6;2,4;0,0;4,0;3,0;0,0;630,0;1,008;105,2006;24,0
7771;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;72;2000035611,0;"Evetar Lens M13B02820IR F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;15,0;354,0;1977,0;1482,0;3,0;2,0;1,0;3,0;2,0;1050,0;2,1;160,5985;23,0
7772;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;73;2000035612,0;"Evetar Lens M13B02820W F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;16,0;355,0;1977,0;1482,0;3,0;2,0;1,0;3,0;2,0;1050,0;2,1;160,5985;23,0
7773;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;390,0;1845,2;1383,2;2,8;2,0;1,0;3,0;2,0;1120,0;2,0907;160,2387;23,0
