;Unnamed: 0_cam;ordernumber_cam;series_name;model_name_cam;product_line;shutter;monocolor;sensor_optical_size;resolution_horizontal;resolution_vertical;pixel_size_horizontal;pixel_size_vertical;sensor_name;housing_name;interface;sensor_framerate_min;sensor_framerate_max;mount_cam;price_cam;Unnamed: 0_lens;ordernumber_lens;model_name_lens;focal_length;mount_lens;sensor_format;min_object_distance;price_lens;total_price;max_fov_h;max_fov_v;resolution_mm;fps_score;d_score;res_score;price_score;best_d;best_res;best_fps;score
5000;32;106750;Basler ace;acA640-300gm;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;409;73;2000035612,0;"Evetar Lens M13B02820W F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;16,0;425,0;1645,7143;1234,2857;2,5714;4,0;0,0;3,0;1,0;1170,0;2,0057;433,0963;19,0
1611;10;106749;Basler ace;acA640-750uc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;439;72;2000035611,0;"Evetar Lens M13B02820IR F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;15,0;454,0;1645,7143;1234,2857;2,5714;4,0;0,0;3,0;1,0;1170,0;2,0057;865,0407;19,0
5153;33;106751;Basler ace;acA640-300gc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;439;72;2000035611,0;"Evetar Lens M13B02820IR F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;15,0;454,0;1645,7143;1234,2857;2,5714;4,0;0,0;3,0;1,0;1170,0;2,0057;433,0963;19,0
1612;10;106749;Basler ace;acA640-750uc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;439;73;2000035612,0;"Evetar Lens M13B02820W F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;16,0;455,0;1645,7143;1234,2857;2,5714;4,0;0,0;3,0;1,0;1170,0;2,0057;865,0407;19,0
5154;33;106751;Basler ace;acA640-300gc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;439;73;2000035612,0;"Evetar Lens M13B02820W F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;16,0;455,0;1645,7143;1234,2857;2,5714;4,0;0,0;3,0;1,0;1170,0;2,0057;433,0963;19,0
1459;9;106748;Basler ace;acA640-750um;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;409;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;460,0;1536,0;1152,0;2,4;4,0;0,0;3,0;1,0;1250,0;2,0;863,65;19,0
5001;32;106750;Basler ace;acA640-300gm;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;409;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;460,0;1536,0;1152,0;2,4;4,0;0,0;3,0;1,0;1250,0;2,0;432,4;19,0
1460;9;106748;Basler ace;acA640-750um;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;409;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;462,0;1536,0;1152,0;2,4;4,0;0,0;3,0;1,0;1250,0;2,0;863,65;19,0
5002;32;106750;Basler ace;acA640-300gm;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;409;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;462,0;1536,0;1152,0;2,4;4,0;0,0;3,0;1,0;1250,0;2,0;432,4;19,0
1613;10;106749;Basler ace;acA640-750uc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;439;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;490,0;1536,0;1152,0;2,4;4,0;0,0;3,0;1,0;1250,0;2,0;863,65;19,0
5155;33;106751;Basler ace;acA640-300gc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;439;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;490,0;1536,0;1152,0;2,4;4,0;0,0;3,0;1,0;1250,0;2,0;432,4;19,0
1614;10;106749;Basler ace;acA640-750uc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;439;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;492,0;1536,0;1152,0;2,4;4,0;0,0;3,0;1,0;1250,0;2,0;863,65;19,0
5156;33;106751;Basler ace;acA640-300gc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;439;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;492,0;1536,0;1152,0;2,4;4,0;0,0;3,0;1,0;1250,0;2,0;432,4;19,0
1461;9;106748;Basler ace;acA640-750um;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;409;76;2000035614,0;"Evetar Lens M13B03618IR F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;9,6;418,6;1280,0;960,0;2,0;4,0;0,0;3,0;1,0;1500,0;2,0;863,65;19,0
5003;32;106750;Basler ace;acA640-300gm;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;409;76;2000035614,0;"Evetar Lens M13B03618IR F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;9,6;418,6;1280,0;960,0;2,0;4,0;0,0;3,0;1,0;1500,0;2,0;432,4;19,0
1462;9;106748;Basler ace;acA640-750um;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;409;77;2000035615,0;"Evetar Lens M13B03618W F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;10,6;419,6;1280,0;960,0;2,0;4,0;0,0;3,0;1,0;1500,0;2,0;863,65;19,0
5004;32;106750;Basler ace;acA640-300gm;ace U;Global;Mono;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;409;77;2000035615,0;"Evetar Lens M13B03618W F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;10,6;419,6;1280,0;960,0;2,0;4,0;0,0;3,0;1,0;1500,0;2,0;432,4;19,0
4079;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;76;2000035614,0;"Evetar Lens M13B03618IR F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;9,6;438,6;1600,0;1200,0;2,0;4,0;0,0;3,0;1,0;1200,0;1,6;276,0;19,0
5311;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;76;2000035614,0;"Evetar Lens M13B03618IR F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;9,6;438,6;1600,0;1200,0;2,0;4,0;0,0;3,0;1,0;1200,0;1,6;587,65;19,0
4080;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;77;2000035615,0;"Evetar Lens M13B03618W F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;10,6;439,6;1600,0;1200,0;2,0;4,0;0,0;3,0;1,0;1200,0;1,6;276,0;19,0
5312;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;77;2000035615,0;"Evetar Lens M13B03618W F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;10,6;439,6;1600,0;1200,0;2,0;4,0;0,0;3,0;1,0;1200,0;1,6;587,65;19,0
1615;10;106749;Basler ace;acA640-750uc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;439;76;2000035614,0;"Evetar Lens M13B03618IR F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;9,6;448,6;1280,0;960,0;2,0;4,0;0,0;3,0;1,0;1500,0;2,0;863,65;19,0
5157;33;106751;Basler ace;acA640-300gc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;439;76;2000035614,0;"Evetar Lens M13B03618IR F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;9,6;448,6;1280,0;960,0;2,0;4,0;0,0;3,0;1,0;1500,0;2,0;432,4;19,0
1616;10;106749;Basler ace;acA640-750uc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;USB 3.0;751;751;C-Mount;439;77;2000035615,0;"Evetar Lens M13B03618W F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;10,6;449,6;1280,0;960,0;2,0;4,0;0,0;3,0;1,0;1500,0;2,0;863,65;19,0
5158;33;106751;Basler ace;acA640-300gc;ace U;Global;Color;"1/4""";640;480;4,8;4,8;PYTHON 300;Box;GigE;376;376;C-Mount;439;77;2000035615,0;"Evetar Lens M13B03618W F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;10,6;449,6;1280,0;960,0;2,0;4,0;0,0;3,0;1,0;1500,0;2,0;432,4;19,0
75;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;76;2000035614,0;"Evetar Lens M13B03618IR F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;9,6;458,6;1600,0;1200,0;2,0;4,0;0,0;3,0;1,0;1200,0;1,6;587,65;19,0
4233;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;76;2000035614,0;"Evetar Lens M13B03618IR F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;9,6;458,6;1600,0;1200,0;2,0;4,0;0,0;3,0;1,0;1200,0;1,6;276,0;19,0
76;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;77;2000035615,0;"Evetar Lens M13B03618W F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;10,6;459,6;1600,0;1200,0;2,0;4,0;0,0;3,0;1,0;1200,0;1,6;587,65;19,0
4234;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;77;2000035615,0;"Evetar Lens M13B03618W F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;10,6;459,6;1600,0;1200,0;2,0;4,0;0,0;3,0;1,0;1200,0;1,6;276,0;19,0
7467;48;109478;Basler ace 2;a2A2048-114g5mBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;5GigE;114;114;C-Mount;579;76;2000035614,0;"Evetar Lens M13B03618IR F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;9,6;588,6;1920,0;1440,0;0,9375;0,0;1,0;4,0;0,0;1000,0;0,625;131,1;19,0
7468;48;109478;Basler ace 2;a2A2048-114g5mBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;5GigE;114;114;C-Mount;579;77;2000035615,0;"Evetar Lens M13B03618W F1.8 f3.6mm 1/3""";3,6;S-mount;"1/3""";200,0;10,6;589,6;1920,0;1440,0;0,9375;0,0;1,0;4,0;0,0;1000,0;0,625;131,1;19,0
4081;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;461,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;276,7761;19,0
5313;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;461,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;589,3025;19,0
4082;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;462,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;276,7761;19,0
4083;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;462,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;276,7761;19,0
4084;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;462,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;276,7761;19,0
5314;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;462,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;589,3025;19,0
5315;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;462,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;589,3025;19,0
5316;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;462,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;589,3025;19,0
77;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;481,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;589,3025;19,0
4235;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;481,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;276,7761;19,0
78;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;482,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;589,3025;19,0
79;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;482,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;589,3025;19,0
80;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;482,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;589,3025;19,0
4236;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;482,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;276,7761;19,0
4237;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;482,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;276,7761;19,0
4238;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;482,0;1440,0;1080,0;1,8;4,0;0,0;3,0;1,0;1340,0;1,608;276,7761;19,0
1082;7;107654;Basler ace;acA720-520um;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;369;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;508,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;0,0;1040,0;1,794;606,8358;19,0
4624;30;107650;Basler ace;acA720-290gm;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;369;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;508,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;0,0;1040,0;1,794;336,3604;19,0
6934;45;109475;Basler ace 2;a2A2048-114ucBAS​;ace 2 R Basic;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;369;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;508,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;0,0;1120,0;0,63;131,6881;19,0
7315;47;109477;Basler ace 2;a2A2048-114ucPRO​;ace 2 R Pro;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;479;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;511,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;0,0;1120,0;0,63;131,6881;19,0
7316;47;109477;Basler ace 2;a2A2048-114ucPRO​;ace 2 R Pro;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;479;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;512,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;0,0;1120,0;0,63;131,6881;19,0
7317;47;109477;Basler ace 2;a2A2048-114ucPRO​;ace 2 R Pro;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;479;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;512,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;0,0;1120,0;0,63;131,6881;19,0
7318;47;109477;Basler ace 2;a2A2048-114ucPRO​;ace 2 R Pro;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;479;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;512,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;0,0;1120,0;0,63;131,6881;19,0
1236;8;107655;Basler ace;acA720-520uc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;399;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;538,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;0,0;1040,0;1,794;606,8358;19,0
4778;31;107651;Basler ace;acA720-290gc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;399;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;538,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;0,0;1040,0;1,794;336,3604;19,0
7088;46;109476;Basler ace 2;a2A2048-114umPRO​;ace 2 R Pro;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;459;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;598,0;1728,0;1296,0;0,8438;0,0;1,0;4,0;0,0;1120,0;0,63;131,6881;19,0
7781;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;82;2000035175,0;"Evetar Lens M13B04218IR F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;9,6;348,6;1318,0;988,0;2,0;1,0;0,0;3,0;2,0;1460,0;1,9467;154,2498;19,0
7782;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;83;2000035176,0;"Evetar Lens M13B04218W F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;10,6;349,6;1318,0;988,0;2,0;1,0;0,0;3,0;2,0;1460,0;1,9467;154,2498;19,0
4085;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;82;2000035175,0;"Evetar Lens M13B04218IR F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;9,6;438,6;1371,4286;1028,5714;1,7143;4,0;0,0;3,0;1,0;1400,0;1,6;276,0;19,0
5317;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;82;2000035175,0;"Evetar Lens M13B04218IR F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;9,6;438,6;1371,4286;1028,5714;1,7143;4,0;0,0;3,0;1,0;1400,0;1,6;587,65;19,0
4086;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;83;2000035176,0;"Evetar Lens M13B04218W F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;10,6;439,6;1371,4286;1028,5714;1,7143;4,0;0,0;3,0;1,0;1400,0;1,6;276,0;19,0
5318;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;83;2000035176,0;"Evetar Lens M13B04218W F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;10,6;439,6;1371,4286;1028,5714;1,7143;4,0;0,0;3,0;1,0;1400,0;1,6;587,65;19,0
81;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;82;2000035175,0;"Evetar Lens M13B04218IR F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;9,6;458,6;1371,4286;1028,5714;1,7143;4,0;0,0;3,0;1,0;1400,0;1,6;587,65;19,0
4239;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;82;2000035175,0;"Evetar Lens M13B04218IR F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;9,6;458,6;1371,4286;1028,5714;1,7143;4,0;0,0;3,0;1,0;1400,0;1,6;276,0;19,0
82;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;83;2000035176,0;"Evetar Lens M13B04218W F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;10,6;459,6;1371,4286;1028,5714;1,7143;4,0;0,0;3,0;1,0;1400,0;1,6;587,65;19,0
4240;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;83;2000035176,0;"Evetar Lens M13B04218W F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;10,6;459,6;1371,4286;1028,5714;1,7143;4,0;0,0;3,0;1,0;1400,0;1,6;276,0;19,0
8123;52;107820;Basler ace 2;a2A1920-160umBAS;ace 2 R Basic;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;339;116;2000034902,0;"Ricoh Lens FL-CC0614A-2M F1.4 f6mm 2/3""";6,0;C-mount;"2/3""";100,0;189,0;528,0;1656,0;1035,0;0,8625;3,0;0,0;4,0;0,0;1340,0;0,7705;180,0182;19,0
8277;53;107821;Basler ace 2;a2A1920-160ucBAS;ace 2 R Basic;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;359;116;2000034902,0;"Ricoh Lens FL-CC0614A-2M F1.4 f6mm 2/3""";6,0;C-mount;"2/3""";100,0;189,0;548,0;1656,0;1035,0;0,8625;3,0;0,0;4,0;0,0;1340,0;0,7705;180,0182;19,0
